date,sales_rep_id,total_sales_amount,deals_closed,customer_satisfaction_score
2022-07-30,REP-994,456861.69,20,4.3
2023-02-12,REP-996,161021.7,33,1.2
2022-04-13,REP-947,228898.87,1,2.2
2023-02-07,REP-624,121398.63,11,3.4
2022-01-13,REP-623,179110.57,2,1.2
2022-05-08,REP-108,445893.71,4,4.7
2022-08-24,REP-704,198960.35,29,3.8
2022-08-26,REP-165,455413.74,43,3.1
2022-01-22,REP-431,48685.66,21,1.5
2022-10-27,REP-289,253000.66,26,4.4
2022-03-13,REP-253,465443.3,10,2.9
2022-08-09,REP-945,467550.05,16,3.0
2022-02-11,REP-659,25494.78,35,2.2
2022-11-17,REP-273,253994.94,20,1.8
2022-06-04,REP-691,167035.03,17,4.2
2022-08-29,REP-917,432716.66,16,4.4
2023-04-15,REP-905,295086.43,50,3.5
2022-12-29,REP-618,361545.08,28,2.2
2022-04-15,REP-681,41482.61,20,2.3
2022-09-11,REP-559,495071.98,47,4.4
2022-06-25,REP-308,123777.95,43,3.3
2022-04-30,REP-510,455178.07,22,2.9
2023-01-16,REP-233,193994.79,45,1.9
2023-04-21,REP-412,117196.09,27,1.5
2022-09-13,REP-497,426532.68,13,1.3
2023-02-01,REP-922,148565.63,8,3.7
2022-07-12,REP-293,463230.83,41,3.3
2022-11-27,REP-999,433680.02,12,4.6
2022-03-19,REP-779,186613.16,4,2.7
2022-12-29,REP-184,487423.51,10,3.9
2022-01-30,REP-840,373942.16,10,2.2
2022-02-13,REP-947,453661.82,29,4.5
2023-02-28,REP-534,137870.21,16,3.2
2022-06-20,REP-297,405028.42,1,3.6
2022-05-12,REP-908,418537.66,28,2.7
2022-01-10,REP-603,34317.39,42,1.1
2022-09-24,REP-443,301250.29,27,4.0
2022-08-24,REP-948,494898.1,16,3.8
2023-03-21,REP-452,12568.37,37,4.4
2022-10-22,REP-881,116256.93,30,1.7
2022-11-30,REP-197,80891.65,49,4.2
2023-01-04,REP-444,360507.72,23,4.2
2022-03-21,REP-983,452305.35,34,2.9
2022-05-28,REP-178,172455.32,31,1.6
2022-05-05,REP-992,54225.22,14,4.5
2022-01-21,REP-209,36698.42,20,1.2
2023-04-01,REP-289,352509.78,23,2.2
2022-08-17,REP-271,102733.98,40,3.2
2023-03-06,REP-737,92669.46,41,1.7
2022-02-13,REP-459,113085.11,26,3.3
2022-02-13,REP-242,39319.19,8,2.4
2022-12-21,REP-363,200446.34,10,1.4
2023-02-16,REP-128,8038.5,10,1.0
2022-04-07,REP-168,422978.13,38,4.8
2023-02-05,REP-469,337680.89,13,1.3
2022-03-10,REP-530,349666.56,18,2.8
2022-01-16,REP-331,362048.82,12,3.0
2022-01-07,REP-242,317429.86,2,4.7
2023-04-25,REP-466,218428.3,20,3.2
2023-03-05,REP-216,348003.23,19,2.9
2023-04-13,REP-383,360736.28,18,3.4
2022-11-12,REP-633,154460.61,31,1.9
2022-08-15,REP-519,174686.86,17,4.6
2023-01-22,REP-620,7583.8,39,4.8
2023-01-21,REP-574,296956.08,45,3.2
2022-01-13,REP-788,364871.24,3,4.3
2022-08-29,REP-492,401650.63,7,1.8
2022-09-18,REP-603,173758.88,24,1.4
2022-07-19,REP-541,375485.28,13,4.5
2023-02-07,REP-754,340828.35,19,1.4
2022-05-08,REP-148,477313.96,23,3.9
2022-05-02,REP-916,480496.02,36,1.2
2022-07-27,REP-298,288563.84,42,1.0
2022-07-12,REP-817,58356.17,49,3.0
2022-06-18,REP-470,358443.96,34,1.9
2022-11-22,REP-637,74594.2,46,1.3
2022-05-10,REP-348,456696.64,35,4.1
2022-08-16,REP-113,158726.98,25,1.0
2022-06-09,REP-267,456389.62,9,4.0
2023-02-09,REP-617,269609.97,48,3.4
2022-01-05,REP-608,38226.65,35,2.9
2023-02-12,REP-569,329210.46,33,2.8
2023-02-01,REP-657,395750.68,14,1.4
2022-08-15,REP-848,43517.58,49,4.9
2022-12-02,REP-386,29227.81,18,1.1
2022-02-26,REP-577,369154.66,44,1.2
2022-10-19,REP-703,123319.41,47,3.4
2022-12-02,REP-375,253521.31,20,4.7
2022-10-25,REP-410,299818.27,28,3.5
2022-03-18,REP-240,217949.08,20,2.3
2022-03-23,REP-695,44443.82,1,2.4
2022-06-12,REP-719,427136.0,16,4.5
2022-05-09,REP-628,147090.91,27,1.1
2022-12-29,REP-198,390956.63,37,3.1
2022-06-17,REP-929,162366.44,32,3.5
2023-02-28,REP-690,18352.66,20,3.2
2022-07-25,REP-717,305901.06,27,2.3
2022-02-01,REP-824,330736.5,2,4.1
2022-01-31,REP-579,428332.61,35,3.1
2023-04-07,REP-372,308733.59,42,2.9
2022-10-26,REP-203,357417.43,45,4.2
2022-06-20,REP-940,404338.05,35,3.2
2022-04-27,REP-642,197838.42,35,1.2
2022-02-06,REP-692,387319.03,6,4.8
2022-06-02,REP-629,225506.46,5,4.6
2022-07-18,REP-230,35585.67,21,2.1
2022-11-29,REP-811,178902.48,5,4.4
2022-02-25,REP-101,305569.07,40,2.3
2023-03-27,REP-913,113610.84,19,4.9
2022-10-19,REP-316,369386.98,21,2.1
2022-11-08,REP-951,445486.94,36,2.5
2022-10-14,REP-695,89673.88,41,3.7
2022-12-14,REP-700,384220.14,35,3.6
2022-11-19,REP-499,166166.85,11,1.8
2022-11-24,REP-755,159324.49,21,1.4
2022-10-13,REP-800,389520.64,18,3.7
2023-03-18,REP-473,18339.52,13,1.2
2023-03-01,REP-402,198515.12,35,1.7
2022-04-08,REP-709,410868.74,14,1.1
2022-04-19,REP-365,245448.0,49,2.2
2022-12-24,REP-610,107040.68,17,4.1
2022-05-27,REP-284,102160.7,26,3.2
2022-03-12,REP-709,238493.8,43,1.9
2023-02-10,REP-421,132752.35,24,3.8
2022-05-14,REP-422,171812.77,37,1.7
2022-05-15,REP-392,99468.9,36,3.0
2023-04-25,REP-818,368252.18,7,3.7
2022-09-19,REP-745,7050.39,12,2.0
2023-03-19,REP-374,436285.84,17,3.0
2022-08-31,REP-657,235872.47,28,1.2
2022-05-06,REP-143,468847.91,34,4.6
2023-04-21,REP-476,217055.63,43,4.4
2023-01-20,REP-654,42638.92,44,4.3
2022-10-14,REP-719,413003.96,25,2.7
2022-04-18,REP-815,70116.1,10,3.8
2023-04-25,REP-584,360036.16,17,3.7
2022-12-13,REP-851,92432.75,21,2.1
2022-06-23,REP-252,499840.37,12,2.2
2022-01-20,REP-396,422972.28,39,3.7
2022-05-02,REP-610,480061.05,3,4.9
2022-03-11,REP-313,304233.5,28,3.8
2022-07-09,REP-518,424217.69,50,3.6
2022-08-11,REP-262,233126.15,6,3.9
2022-05-29,REP-993,81555.01,3,1.4
2022-11-03,REP-538,239584.52,17,3.7
2023-03-15,REP-800,410066.83,41,2.6
2022-10-17,REP-342,350485.25,35,5.0
2022-01-23,REP-297,153784.79,50,3.5
2022-02-10,REP-582,317605.53,13,3.1
2022-12-29,REP-640,324359.57,30,4.6
2022-04-11,REP-688,215916.6,16,1.1
2023-02-16,REP-638,172397.4,35,3.5
2022-11-01,REP-903,14923.86,37,5.0
2022-11-11,REP-732,114009.9,6,2.2
2023-03-23,REP-428,339485.66,30,3.9
2022-02-23,REP-910,463505.97,37,3.3
2022-09-29,REP-686,476013.71,28,3.8
2023-04-15,REP-957,136984.08,12,4.0
2022-08-15,REP-420,208314.11,7,5.0
2022-09-28,REP-940,74871.08,10,1.4
2023-01-11,REP-261,174123.66,20,4.1
2022-09-27,REP-209,59847.67,19,3.6
2022-05-09,REP-598,185753.1,39,2.3
2022-01-06,REP-429,277744.17,8,4.8
2022-06-29,REP-115,272802.54,19,2.3
2022-01-24,REP-961,193954.33,15,4.1
2022-03-08,REP-391,445862.09,13,4.0
2022-07-31,REP-485,355813.83,27,1.2
2022-02-06,REP-955,415728.33,21,3.9
2022-11-29,REP-598,169981.29,44,4.7
2022-10-17,REP-209,242204.03,33,3.2
2022-04-27,REP-679,499669.67,38,3.8
2022-09-07,REP-381,221901.72,43,3.8
2022-01-12,REP-659,179832.18,36,2.2
2023-02-04,REP-414,274022.38,2,3.3
2023-03-05,REP-633,480301.55,42,2.8
2022-11-09,REP-599,344286.91,38,1.6
2022-12-04,REP-703,135509.48,4,2.9
2022-01-16,REP-731,498996.76,49,1.1
2023-03-12,REP-943,175259.8,38,4.0
2022-09-02,REP-423,242477.28,35,2.2
2022-07-28,REP-570,141495.06,28,2.7
2022-12-18,REP-133,225093.73,50,4.1
2022-12-21,REP-413,164467.63,12,3.3
2022-11-09,REP-830,105549.12,39,4.6
2022-02-22,REP-625,365072.38,14,2.9
2022-12-18,REP-334,420001.73,28,3.5
2022-01-17,REP-424,330332.06,17,3.3
2022-12-11,REP-310,214347.73,11,4.9
2022-03-23,REP-444,65682.92,4,2.9
2023-03-04,REP-929,12821.28,15,2.9
2022-06-10,REP-300,43085.65,41,1.7
2022-07-09,REP-287,406532.65,49,3.1
2022-11-13,REP-356,321565.77,22,3.3
2022-05-25,REP-570,445430.77,8,3.3
2022-02-27,REP-350,334700.59,2,2.4
2023-01-01,REP-869,263519.69,18,3.4
2022-08-15,REP-676,107900.8,8,2.4
2023-03-17,REP-458,250107.08,16,1.5
2022-07-29,REP-771,179819.63,18,2.1
2022-08-01,REP-734,356353.79,41,4.7
2022-06-10,REP-689,304104.09,40,3.7
2023-01-15,REP-755,176923.86,41,2.7
2022-01-19,REP-435,490775.09,42,2.1
2022-06-27,REP-602,231979.82,21,1.9
2022-11-04,REP-886,221501.19,21,2.3
2022-04-18,REP-440,158284.33,28,3.3
2022-07-04,REP-996,182842.55,43,1.2
2022-01-14,REP-695,444770.87,39,2.4
2022-02-06,REP-267,56426.3,24,2.1
2023-02-24,REP-280,75668.07,32,1.1
2022-02-20,REP-976,401276.86,26,3.8
2023-03-08,REP-487,243392.7,12,4.4
2022-12-12,REP-472,221092.94,15,4.1
2022-08-21,REP-106,406299.5,12,1.7
2022-07-15,REP-276,92853.6,30,4.7
2022-09-27,REP-536,14448.99,46,3.0
2022-06-03,REP-482,325017.53,32,2.3
2022-02-25,REP-711,491321.59,7,4.2
2023-03-15,REP-600,51614.17,39,1.4
2022-12-13,REP-329,207406.56,47,2.9
2022-03-11,REP-653,405940.48,16,4.9
2022-07-20,REP-163,14423.65,47,3.8
2022-02-18,REP-947,60582.69,12,4.8
2022-11-13,REP-837,432477.48,42,4.5
2023-01-16,REP-239,306329.77,23,3.8
2022-06-25,REP-334,200759.54,40,1.9
2022-07-05,REP-418,408825.62,30,5.0
2022-06-28,REP-781,180478.95,19,2.9
2022-11-17,REP-774,13729.46,38,4.4
2022-03-26,REP-679,261843.96,7,4.1
2022-12-30,REP-775,485477.55,40,3.0
2022-03-04,REP-617,380994.01,20,3.6
2022-06-12,REP-994,368650.61,46,2.5
2022-07-18,REP-381,464544.06,40,2.9
2022-11-01,REP-707,58274.77,47,2.1
2023-02-18,REP-155,254675.37,10,1.6
2022-05-08,REP-646,100980.92,3,4.7
2022-01-03,REP-613,475922.07,33,3.6
2022-09-05,REP-987,278844.3,7,3.0
2022-05-17,REP-981,175863.04,27,3.4
2022-09-20,REP-501,304731.6,12,1.2
2023-04-11,REP-466,321161.42,36,2.4
2022-03-28,REP-575,114715.27,29,4.8
2023-01-02,REP-783,331720.07,8,3.1
2023-04-26,REP-535,204308.04,44,3.3
2022-08-18,REP-182,329759.95,10,4.6
2022-10-03,REP-780,240826.85,27,4.0
2022-11-23,REP-128,405131.95,33,4.7
2022-04-28,REP-344,255195.14,25,3.5
2022-10-17,REP-329,475690.43,16,2.7
2022-08-28,REP-859,150777.78,9,3.2
2023-01-08,REP-755,53907.26,13,1.6
2022-08-12,REP-602,12468.15,38,1.1
2022-08-11,REP-667,126218.62,26,1.3
2022-07-12,REP-289,453928.33,29,3.9
2022-12-12,REP-960,125484.47,39,5.0
2022-05-08,REP-824,46446.74,11,2.3
2023-02-12,REP-404,6349.17,31,1.7
2022-12-29,REP-250,397976.16,32,2.8
2022-02-08,REP-527,461093.16,5,4.1
2022-07-20,REP-477,364224.88,42,5.0
2022-05-13,REP-468,442529.59,32,2.4
2023-01-02,REP-755,191644.81,39,4.6
2022-11-07,REP-386,77190.81,21,4.8
2022-12-14,REP-139,34430.95,46,4.6
2022-03-13,REP-640,414476.91,32,3.8
2022-03-17,REP-282,395402.82,3,3.9
2022-12-12,REP-348,269303.29,21,1.8
2022-01-25,REP-411,13401.11,39,1.3
2022-01-02,REP-690,322690.38,9,2.6
2022-01-26,REP-172,168507.45,21,1.3
2023-01-07,REP-743,460963.77,48,2.5
2023-02-03,REP-274,241865.66,47,4.6
2023-03-26,REP-193,20491.19,15,2.9
2022-05-29,REP-934,406319.66,2,4.5
2023-04-02,REP-910,375352.76,2,4.4
2022-06-13,REP-315,306352.68,14,3.8
2022-03-17,REP-108,8539.77,6,3.7
2022-03-12,REP-421,42329.58,10,2.2
2023-02-12,REP-582,327522.5,20,3.0
2022-04-03,REP-871,284747.11,49,3.5
2022-11-05,REP-793,222972.99,4,4.5
2022-01-04,REP-811,211664.18,18,1.2
2022-06-02,REP-956,460348.04,7,3.0
2022-03-07,REP-105,19285.27,2,1.7
2022-08-21,REP-498,256466.43,25,2.8
2022-06-29,REP-220,229488.83,19,1.7
2022-02-09,REP-253,489875.75,5,2.6
2022-10-30,REP-547,496089.32,6,2.3
2022-07-17,REP-595,169187.04,27,2.9
2022-05-24,REP-684,258735.66,39,1.1
2022-08-26,REP-422,279442.52,20,1.8
2022-05-10,REP-825,176190.66,45,4.7
2022-07-14,REP-456,175521.31,1,3.8
2022-04-08,REP-817,339403.64,42,1.1
2022-09-10,REP-686,250086.83,43,2.9
2022-04-26,REP-592,475190.96,42,4.3
2022-05-08,REP-126,394857.82,44,5.0
2023-01-09,REP-174,234125.91,15,3.4
2022-12-08,REP-321,123418.45,14,4.0
2023-03-17,REP-126,17837.13,17,4.0
2022-06-29,REP-781,350009.7,36,2.6
2023-04-23,REP-548,122584.89,46,1.9
2022-01-14,REP-517,446259.86,29,4.4
2022-08-25,REP-167,296267.66,21,1.5
2022-12-24,REP-543,436636.68,31,4.9
2022-06-16,REP-544,319421.83,38,3.0
2022-01-22,REP-410,68578.16,46,3.0
2022-08-21,REP-591,285531.85,3,2.4
2022-11-06,REP-277,11406.97,45,3.1
2022-04-15,REP-478,30044.78,38,2.7
2023-03-26,REP-657,496471.2,14,2.5
2022-01-05,REP-244,374351.44,11,2.5
2022-03-06,REP-739,394397.98,17,3.3
2023-04-21,REP-228,412312.3,47,2.6
2022-03-05,REP-947,29404.37,36,1.3
2022-12-14,REP-343,77326.66,14,2.3
2022-10-06,REP-198,368643.75,6,4.1
2022-11-25,REP-206,239616.54,39,2.9
2022-02-12,REP-225,489876.37,29,2.8
2022-10-30,REP-503,336309.6,44,4.8
2022-09-06,REP-594,349422.88,48,4.8
2023-02-07,REP-479,91346.15,42,3.4
2022-11-28,REP-137,326791.28,46,1.3
2022-10-24,REP-875,72581.49,42,1.2
2023-01-12,REP-847,218738.79,33,2.3
2023-04-01,REP-845,284450.41,32,3.8
2022-04-13,REP-683,31165.58,37,3.8
2022-10-30,REP-515,422747.16,33,2.2
2022-03-15,REP-926,74671.17,37,4.6
2022-02-01,REP-128,274350.47,24,3.6
2022-03-06,REP-299,220829.5,30,4.9
2022-04-04,REP-504,208532.03,21,3.7
2022-04-03,REP-223,267628.38,17,3.4
2022-12-19,REP-817,397202.0,25,4.0
2022-02-08,REP-308,356955.32,38,3.3
2022-11-21,REP-530,201882.07,34,2.5
2022-06-13,REP-632,203974.07,12,2.0
2022-08-26,REP-546,143983.33,3,1.2
2022-07-12,REP-671,366988.14,9,2.3
2022-02-01,REP-549,151687.64,36,3.0
2022-10-24,REP-643,81133.59,4,4.7
2022-09-12,REP-256,150180.74,40,2.0
2023-03-02,REP-459,138709.3,20,3.2
2022-08-16,REP-411,331111.56,19,4.9
2022-01-12,REP-682,389952.74,31,3.5
2022-01-18,REP-334,167628.43,43,2.2
2022-07-23,REP-662,233099.4,21,3.5
2022-01-27,REP-173,461039.51,25,2.2
2022-04-08,REP-739,83895.46,34,2.1
2022-09-09,REP-859,451035.68,21,2.5
2022-04-28,REP-104,423111.97,2,2.6
2022-03-26,REP-384,41199.6,45,4.0
2022-06-19,REP-309,143937.68,37,2.3
2022-05-23,REP-627,70949.86,13,2.0
2022-11-06,REP-587,460946.68,10,2.9
2022-04-01,REP-898,68588.21,22,3.5
2022-09-06,REP-335,141593.37,31,2.1
2022-10-29,REP-100,364476.51,22,4.0
2023-04-11,REP-644,270673.69,24,2.1
2022-04-12,REP-725,37943.91,5,4.6
2022-10-07,REP-370,226258.05,4,2.3
2022-04-26,REP-940,363022.96,14,1.4
2023-02-10,REP-980,244467.42,22,3.1
2023-01-04,REP-934,290550.61,27,2.9
2022-07-13,REP-812,131990.5,32,1.1
2022-07-02,REP-704,15857.63,12,2.4
2022-04-23,REP-751,70158.65,47,4.6
2022-10-02,REP-383,15448.29,29,2.4
2022-03-01,REP-413,211255.39,4,1.6
2023-01-22,REP-833,415226.04,30,2.2
2022-09-19,REP-603,131340.12,44,4.0
2022-12-01,REP-878,165351.27,28,2.6
2022-11-07,REP-201,299753.54,41,2.3
2023-04-01,REP-138,417587.7,18,3.2
2023-01-26,REP-293,451774.45,23,4.9
2022-12-01,REP-769,408000.64,29,1.7
2023-01-28,REP-689,442357.5,37,4.8
2022-07-26,REP-811,179189.45,3,3.7
2022-05-26,REP-662,31382.93,10,1.0
2022-08-04,REP-564,16534.92,37,1.1
2023-03-23,REP-782,32318.39,23,5.0
2022-11-27,REP-178,224357.2,44,1.4
2022-08-13,REP-104,179997.95,44,3.7
2022-05-23,REP-409,347218.53,44,2.1
2022-12-25,REP-881,336165.46,21,4.2
2022-09-06,REP-681,194190.58,25,1.8
2023-01-06,REP-545,73566.88,14,2.5
2022-05-26,REP-622,54306.83,48,1.6
2022-12-08,REP-591,481204.32,29,2.2
2022-03-19,REP-363,246991.37,20,4.8
2022-09-09,REP-975,40430.49,15,4.3
2023-02-07,REP-937,40169.83,37,3.8
2023-02-04,REP-263,450763.64,48,1.6
2022-11-22,REP-488,250187.42,41,4.9
2022-07-10,REP-560,145051.26,17,1.6
2022-02-15,REP-928,456466.67,23,1.2
2022-08-13,REP-113,205165.34,5,1.9
2022-02-02,REP-195,313970.48,42,3.4
2022-06-01,REP-694,128328.71,11,3.6
2022-01-30,REP-752,276286.46,49,3.9
2022-05-06,REP-602,406148.83,36,2.3
2022-10-24,REP-371,199344.15,35,3.8
2023-01-18,REP-679,10945.19,14,3.3
2022-12-14,REP-963,149827.26,24,3.9
2022-01-05,REP-235,449308.27,46,1.7
2023-03-26,REP-235,127925.62,3,3.2
2022-12-02,REP-298,473591.51,39,1.7
2022-10-20,REP-621,79712.04,50,3.9
2023-01-29,REP-872,240242.55,17,1.4
2022-03-07,REP-103,10971.4,36,2.7
2022-06-19,REP-485,368099.43,43,2.0
2022-03-09,REP-739,244943.91,37,4.6
2022-12-24,REP-318,336945.83,42,2.1
2022-06-20,REP-808,38386.36,13,1.9
2022-01-03,REP-928,404156.91,29,1.9
2022-01-19,REP-432,335093.27,35,3.8
2023-03-05,REP-293,14060.61,41,4.1
2023-01-30,REP-220,476192.1,5,4.8
2023-03-24,REP-559,272045.83,43,3.1
2023-02-19,REP-213,123544.87,39,3.2
2022-12-07,REP-217,460449.68,43,3.3
2022-05-05,REP-219,81610.09,45,4.6
2022-10-19,REP-547,122832.34,6,4.0
2022-06-21,REP-902,492652.43,29,1.2
2022-07-14,REP-461,23465.0,46,3.3
2022-08-02,REP-417,210289.09,44,2.3
2022-04-28,REP-730,387594.12,48,2.2
2022-08-26,REP-460,60335.58,46,4.7
2023-02-26,REP-990,31576.78,41,4.2
2023-03-04,REP-445,70597.09,43,4.1
2022-10-27,REP-492,321082.88,24,3.7
2023-04-19,REP-552,474890.52,25,1.7
2022-12-01,REP-341,417151.2,33,1.8
2022-11-30,REP-709,320078.02,5,1.3
2022-08-14,REP-433,269214.03,37,4.1
2023-02-26,REP-133,202715.92,3,4.6
2022-03-10,REP-163,469372.75,41,3.9
2022-03-27,REP-104,476937.32,14,1.0
2022-05-31,REP-503,353532.35,5,2.5
2022-02-09,REP-273,277859.27,19,4.3
2022-04-10,REP-272,412676.76,32,1.6
2022-08-02,REP-371,117380.25,16,4.1
2022-05-06,REP-273,10060.48,14,2.1
2022-01-26,REP-887,28235.67,11,4.4
2022-05-06,REP-314,126103.08,39,2.2
2022-08-15,REP-533,487248.74,38,1.6
2023-01-11,REP-659,372397.48,48,4.1
2022-08-15,REP-773,188643.54,3,1.2
2023-04-15,REP-259,314778.55,7,2.5
2022-12-21,REP-264,187982.6,37,3.7
2023-01-05,REP-297,132991.73,50,2.8
2023-01-04,REP-318,481477.3,6,2.0
2022-09-02,REP-836,101034.24,48,2.4
2022-12-08,REP-500,210939.47,1,2.9
2022-01-02,REP-548,459300.61,46,2.3
2022-10-05,REP-690,490099.32,39,1.0
2022-11-26,REP-349,126760.83,49,2.5
2023-03-03,REP-698,143285.28,49,4.2
2022-11-06,REP-842,266945.14,48,2.4
2022-09-01,REP-122,156039.76,12,2.1
2023-03-07,REP-899,443355.67,13,2.5
2022-12-21,REP-163,378547.03,29,2.6
2023-01-28,REP-836,12853.96,2,3.2
2022-11-20,REP-672,334977.68,10,4.9
2022-11-23,REP-510,477695.33,17,2.3
2022-12-28,REP-988,454934.08,2,3.6
2022-03-26,REP-411,166309.24,8,3.4
2023-01-01,REP-546,478407.61,6,1.8
2023-04-19,REP-846,301754.85,46,1.9
2023-03-09,REP-136,171515.66,32,4.3
2022-07-26,REP-739,390155.24,7,1.5
2022-12-27,REP-834,403722.45,42,4.6
2022-04-06,REP-388,72953.07,49,4.7
2022-08-19,REP-935,303912.2,29,4.5
2023-01-20,REP-600,420480.86,41,4.3
2022-10-21,REP-695,259889.81,6,2.0
2022-08-20,REP-837,271977.13,10,3.4
2023-03-02,REP-926,297289.18,49,4.0
2022-08-13,REP-511,381676.76,35,1.5
2022-06-12,REP-503,428553.35,6,2.5
2022-05-31,REP-467,439237.84,42,4.2
2022-01-04,REP-819,497746.21,46,2.3
2022-05-24,REP-137,343964.02,33,2.9
2022-03-31,REP-102,60353.31,36,1.5
2022-11-20,REP-456,138542.63,45,2.7
2022-05-31,REP-778,462278.61,23,3.8
2022-12-30,REP-536,319963.33,8,2.9
2023-04-08,REP-644,244392.46,28,3.7
2022-10-08,REP-786,198118.85,4,4.7
2022-01-31,REP-161,87368.24,21,4.2
2023-03-30,REP-933,117092.14,38,2.3
2022-04-23,REP-646,196363.83,48,1.7
2022-04-20,REP-429,179204.77,1,1.6
2022-08-20,REP-455,366743.23,35,2.5
2022-11-01,REP-245,408847.37,32,1.2
2022-09-20,REP-800,434071.09,20,1.1
2023-02-14,REP-343,278032.66,39,2.8
2022-05-16,REP-975,375812.14,13,1.6
2023-01-17,REP-643,352843.64,21,3.1
2023-02-22,REP-767,389166.47,12,4.0
2022-05-25,REP-175,318266.38,8,1.4
2022-12-18,REP-501,448355.58,15,2.8
2022-03-08,REP-244,338806.09,40,2.4
2022-09-20,REP-201,306584.8,28,4.4
2023-01-31,REP-401,475144.4,22,4.9
2022-09-03,REP-571,310833.71,46,2.9
2022-09-16,REP-292,474632.86,10,2.0
2023-04-13,REP-513,70885.24,5,3.1
2022-12-27,REP-496,28450.56,16,2.5
2022-07-22,REP-928,34755.04,16,1.1
2023-01-02,REP-625,314831.53,8,1.9
2022-09-19,REP-587,269986.94,13,4.3
2022-04-21,REP-192,113264.66,41,4.3
2022-01-13,REP-295,200831.04,48,1.6
2023-04-13,REP-841,188449.76,18,4.7
2022-10-26,REP-483,66961.17,22,3.4
2023-03-21,REP-668,372601.14,15,2.8
2022-04-23,REP-783,139697.34,7,2.8
2022-12-04,REP-914,242358.76,29,1.6
2023-03-13,REP-468,471835.96,12,1.4
2022-11-29,REP-510,26698.69,9,2.8
2022-11-10,REP-702,357801.11,36,1.6
2022-12-20,REP-170,419350.79,19,2.4
2023-02-25,REP-189,447104.49,35,4.4
2022-03-30,REP-841,467365.42,7,1.1
2022-05-15,REP-182,358781.79,49,2.0
2022-11-11,REP-605,300426.74,4,1.7
2022-02-05,REP-595,81526.76,21,3.3
2022-04-10,REP-430,214873.04,43,4.4
2022-05-02,REP-115,214328.13,21,3.9
2022-04-15,REP-122,57273.65,10,3.9
2022-06-25,REP-692,249488.4,39,2.6
2022-07-14,REP-880,82698.82,4,4.0
2022-02-01,REP-458,45446.53,9,2.8
2022-07-07,REP-245,270711.92,5,3.5
2023-04-13,REP-545,402655.2,24,5.0
2022-10-05,REP-313,238257.35,33,4.8
2022-04-20,REP-713,60515.54,38,3.7
2023-03-21,REP-670,389229.02,27,3.0
2022-09-09,REP-951,485353.53,46,3.8
2023-04-12,REP-819,112119.06,2,4.4
2022-02-14,REP-866,303086.56,25,4.6
2022-11-25,REP-956,460410.52,21,1.1
2022-06-04,REP-790,220242.34,2,3.8
2022-05-26,REP-177,499137.22,8,1.3
2022-10-04,REP-333,384036.24,24,2.2
2022-07-24,REP-581,409310.72,49,4.4
2023-03-24,REP-159,479381.3,44,4.0
2023-04-07,REP-987,422467.97,24,2.5
2022-03-18,REP-980,456738.75,7,2.3
2022-06-02,REP-818,110503.52,27,4.3
2023-01-23,REP-313,76844.56,6,5.0
2023-02-20,REP-285,263535.6,10,2.0
2022-03-19,REP-520,255390.18,28,3.0
2023-03-03,REP-769,194119.43,14,5.0
2022-10-05,REP-841,477831.8,28,4.3
2022-07-05,REP-126,58492.14,39,2.1
2022-08-23,REP-993,399545.48,38,1.4
2022-04-02,REP-904,206092.82,23,4.7
2022-10-29,REP-895,172910.01,20,4.3
2022-04-10,REP-468,13243.63,27,1.2
2022-04-13,REP-265,25548.55,25,3.9
2022-07-04,REP-725,71554.01,28,3.2
2022-05-16,REP-486,480607.17,26,3.9
2023-02-15,REP-957,300876.21,17,3.0
2022-01-07,REP-993,111610.93,49,4.7
2022-12-15,REP-311,123229.98,5,3.7
2022-02-25,REP-899,388969.99,6,3.0
2023-01-04,REP-906,223864.92,35,4.5
2022-01-01,REP-647,75558.65,34,4.3
2023-01-27,REP-796,347912.39,23,1.5
2022-12-05,REP-887,365041.47,17,3.9
2022-12-10,REP-138,85023.26,28,4.3
2022-05-24,REP-461,450415.75,34,4.1
2022-08-18,REP-813,495013.46,46,1.3
2023-02-13,REP-880,479527.11,8,2.5
2023-04-25,REP-329,78719.59,11,1.0
2022-07-13,REP-196,184119.03,32,2.5
2022-08-26,REP-831,256246.7,7,3.3
2022-05-12,REP-460,348554.31,20,4.1
2023-04-28,REP-424,76907.56,6,1.8
2023-01-31,REP-680,399494.89,43,3.8
2022-04-01,REP-490,435288.85,18,1.1
2022-02-23,REP-677,66333.23,35,3.1
2022-08-30,REP-464,267694.98,13,2.6
2022-05-27,REP-341,300588.98,13,3.9
2022-03-10,REP-681,247643.91,49,1.3
2023-03-08,REP-815,265616.76,13,2.0
2023-04-20,REP-111,62021.37,11,1.9
2022-07-07,REP-749,147643.15,41,1.6
2022-11-28,REP-576,341833.22,41,4.3
2023-03-29,REP-795,229573.33,37,2.5
2022-03-15,REP-836,434176.7,28,3.8
2022-12-20,REP-921,105186.93,5,2.2
2022-09-25,REP-126,440917.52,37,1.2
2022-04-13,REP-742,403411.05,2,1.8
2023-01-01,REP-503,365231.41,25,4.0
2022-10-23,REP-626,23219.14,29,2.8
2023-04-02,REP-380,463505.28,32,3.1
2023-01-14,REP-337,224995.48,24,1.6
2023-01-13,REP-136,233873.73,24,3.9
2022-07-30,REP-782,481236.63,40,1.7
2023-03-19,REP-801,131274.18,44,4.8
2022-12-25,REP-736,336005.26,50,3.2
2022-11-10,REP-911,323884.73,3,3.6
